,valoracion_stockfish
7628,-200.0
7629,190.0
7630,-142.0
7631,132.0
7632,67.0
7633,187.0
7634,-42.0
7635,-21.0
7636,-107.0
7637,117.0
7638,-53.0
7639,131.0
7640,-119.0
7641,103.0
7642,-107.0
7643,51.0
7644,-94.0
7645,97.0
7646,-71.0
7647,77.0
7648,-58.0
7649,60.0
7650,11.0
7651,110.0
7652,-31.0
7653,0.0
7654,-9.0
7655,-119.0
7656,33.0
7657,318.0
7658,-55.0
7659,276.0
7660,-342.0
7661,339.0
7662,-306.0
7663,355.0
7664,-334.0
7665,372.0
7666,-544.0
7667,812.0
7668,-784.0
7669,877.0
7670,-51.0
7671,40.0
7672,-49.0
7673,30.0
7674,-12.0
7675,29.0
7676,-4.0
7677,19.0
7678,-9.0
7679,7.0
7680,-36.0
7681,27.0
7682,-9.0
7683,13.0
7684,-24.0
7685,26.0
7686,4.0
7687,5.0
7688,0.0
7689,3.0
7690,-17.0
7691,22.0
7692,7.0
7693,6.0
7694,11.0
7695,12.0
7696,15.0
7697,-11.0
7698,-17.0
7699,-8.0
7700,128.0
7701,11.0
7702,16.0
7703,-45.0
7704,9.0
7705,-46.0
7706,44.0
7707,34.0
7708,13.0
7709,38.0
7710,257.0
7711,-108.0
7712,-85.0
7713,-12.0
7714,100.0
7715,-62.0
7716,608.0
7717,-449.0
7718,420.0
7719,-411.0
7720,687.0
7721,-46.0
7722,25.0
7723,-32.0
7724,53.0
7725,-22.0
7726,26.0
7727,0.0
7728,5.0
7729,-8.0
7730,-6.0
7731,14.0
7732,27.0
7733,-21.0
7734,56.0
7735,15.0
7736,51.0
7737,-40.0
7738,60.0
7739,-27.0
7740,33.0
7741,10.0
7742,121.0
7743,-72.0
7744,133.0
7745,-32.0
7746,199.0
7747,-72.0
7748,8.0
7749,13.0
7750,19.0
7751,25.0
7752,-42.0
7753,47.0
7754,2.0
7755,-20.0
7756,5.0
7757,-17.0
7758,-34.0
7759,47.0
7760,-76.0
7761,68.0
7762,-112.0
7763,168.0
7764,-111.0
7765,80.0
7766,-58.0
7767,91.0
7768,-109.0
7769,98.0
7770,-84.0
7771,124.0
7772,-111.0
7773,148.0
7774,-143.0
7775,125.0
7776,-201.0
7777,299.0
7778,-145.0
7779,149.0
7780,-173.0
7781,632.0
7782,-137.0
7783,110.0
7784,-59.0
7785,274.0
7786,-237.0
7787,259.0
7788,-15.0
7789,28.0
7790,-18.0
7791,16.0
7792,-31.0
7793,36.0
7794,-42.0
7795,25.0
7796,-33.0
7797,131.0
7798,-33.0
7799,90.0
7800,-70.0
7801,266.0
7802,-237.0
7803,265.0
7804,-343.0
7805,410.0
7806,-457.0
7807,416.0
7808,-288.0
7809,298.0
7810,-375.0
7811,268.0
7812,-156.0
7813,374.0
7814,-264.0
7815,244.0
7816,-413.0
7817,416.0
7818,-355.0
7819,435.0
7820,-417.0
7821,345.0
7822,-484.0
7823,309.0
7824,-369.0
7825,492.0
7826,-536.0
7827,13.0
7828,66.0
7829,-18.0
7830,38.0
7831,80.0
7832,-21.0
7833,231.0
7834,-169.0
7835,368.0
7836,-317.0
7837,361.0
7838,-322.0
7839,412.0
7840,-406.0
7841,445.0
7842,-314.0
7843,421.0
7844,-354.0
7845,391.0
7846,-397.0
7847,400.0
7848,-196.0
7849,325.0
7850,-155.0
7851,285.0
7852,-219.0
7853,509.0
7854,-250.0
7855,276.0
7856,-221.0
7857,226.0
7858,-237.0
7859,312.0
7860,-251.0
7861,386.0
7862,-211.0
7863,201.0
7864,-211.0
7865,313.0
7866,-342.0
7867,464.0
7868,-344.0
7869,450.0
7870,-401.0
7871,391.0
7872,-189.0
7873,425.0
7874,-282.0
7875,236.0
7876,-321.0
7877,361.0
7878,-259.0
7879,332.0
7880,-248.0
7881,301.0
7882,-200.0
7883,112.0
7884,-170.0
7885,122.0
7886,-133.0
7887,291.0
7888,-263.0
7889,250.0
7890,-137.0
7891,126.0
7892,-325.0
7893,556.0
7894,-12.0
7895,-12.0
7896,57.0
7897,80.0
7898,390.0
7899,-291.0
7900,310.0
7901,-327.0
7902,413.0
7903,-448.0
7904,457.0
7905,-513.0
7906,664.0
7907,-755.0
7908,771.0
7909,-861.0
7910,879.0
7911,-855.0
7912,898.0
7913,-761.0
7914,759.0
7915,-694.0
7916,763.0
7917,-724.0
7918,771.0
7919,-659.0
7920,759.0
7921,-873.0
7922,7.0
7923,-1150.0
7924,4.0
7925,-5.0
7926,3.0
7927,-2.0
7928,2.0
7929,-1.0
7930,1.0
7931,-37.0
7932,18.0
7933,-25.0
7934,44.0
7935,-46.0
7936,61.0
7937,-39.0
7938,47.0
7939,-16.0
7940,36.0
7941,-40.0
7942,36.0
7943,-27.0
7944,86.0
7945,-68.0
7946,32.0
7947,-9.0
7948,27.0
7949,-8.0
7950,22.0
7951,-34.0
7952,22.0
7953,-13.0
7954,52.0
7955,-27.0
7956,-11.0
7957,85.0
7958,-51.0
7959,73.0
7960,-57.0
7961,166.0
7962,-83.0
7963,153.0
7964,-137.0
7965,203.0
7966,-176.0
7967,226.0
7968,-198.0
7969,153.0
7970,-92.0
7971,183.0
7972,-15.0
7973,178.0
7974,-221.0
7975,203.0
7976,-10.0
7977,133.0
7978,-108.0
7979,6.0
7980,-68.0
7981,267.0
7982,-88.0
7983,193.0
7984,-68.0
7985,182.0
7986,-123.0
7987,171.0
7988,-182.0
7989,128.0
7990,-304.0
7991,183.0
7992,-244.0
7993,187.0
7994,-251.0
7995,252.0
7996,0.0
7997,57.0
7998,-66.0
7999,125.0
8000,-41.0
8001,310.0
8002,-73.0
8003,104.0
8004,-157.0
8005,182.0
8006,-190.0
8007,162.0
8008,-169.0
8009,125.0
8010,-125.0
8011,164.0
8012,-133.0
8013,122.0
8014,-100.0
8015,129.0
8016,-159.0
8017,133.0
8018,-117.0
8019,238.0
8020,-167.0
8021,217.0
8022,-186.0
8023,348.0
8024,-289.0
8025,251.0
8026,-229.0
8027,239.0
8028,-252.0
8029,218.0
8030,-638.0
8031,606.0
8032,-723.0
8033,771.0
8034,-561.0
8035,735.0
8036,-779.0
8037,801.0
8038,-782.0
8039,-51.0
8040,40.0
8041,-49.0
8042,32.0
8043,-46.0
8044,32.0
8045,-36.0
8046,34.0
8047,-59.0
8048,54.0
8049,-8.0
8050,34.0
8051,0.0
8052,76.0
8053,11.0
8054,86.0
8055,-27.0
8056,-1.0
8057,16.0
8058,36.0
8059,-49.0
8060,9.0
8061,-16.0
8062,23.0
8063,-13.0
8064,-16.0
8065,32.0
8066,28.0
8067,-25.0
8068,40.0
8069,1.0
8070,65.0
8071,-63.0
8072,12.0
8073,28.0
8074,36.0
8075,35.0
8076,6.0
8077,15.0
8078,1.0
8079,89.0
8080,-25.0
8081,40.0
8082,10.0
8083,17.0
8084,26.0
8085,-2.0
8086,89.0
8087,-185.0
8088,180.0
8089,-47.0
8090,50.0
8091,-19.0
8092,86.0
8093,36.0
8094,25.0
8095,73.0
8096,-5.0
8097,32.0
8098,73.0
8099,20.0
8100,-152.0
8101,405.0
8102,-99.0
8103,21.0
8104,-132.0
8105,136.0
8106,-25.0
8107,49.0
8108,-154.0
8109,117.0
8110,-153.0
8111,139.0
8112,-138.0
8113,153.0
8114,-92.0
8115,239.0
8116,-48.0
8117,-462.0
8118,-617.0
8119,-409.0
8120,725.0
8121,-717.0
8122,867.0
8123,-3.0
8124,-51.0
8125,40.0
8126,-49.0
8127,30.0
8128,-27.0
8129,12.0
8130,-17.0
8131,34.0
8132,-55.0
8133,5.0
8134,16.0
8135,34.0
8136,37.0
8137,62.0
8138,27.0
8139,-10.0
8140,18.0
8141,-4.0
8142,30.0
8143,60.0
8144,-71.0
8145,97.0
8146,-17.0
8147,36.0
8148,-21.0
8149,46.0
8150,-26.0
8151,83.0
8152,-109.0
8153,81.0
8154,-85.0
8155,219.0
8156,-96.0
8157,103.0
8158,-88.0
8159,114.0
8160,-66.0
8161,136.0
8162,0.0
8163,212.0
8164,34.0
8165,379.0
8166,-442.0
8167,447.0
8168,-330.0
8169,363.0
8170,-352.0
8171,308.0
8172,-475.0
8173,427.0
8174,-313.0
8175,401.0
8176,-455.0
8177,423.0
8178,-400.0
8179,401.0
8180,-455.0
8181,865.0
8182,-882.0
8183,-46.0
8184,25.0
8185,-32.0
8186,53.0
8187,-22.0
8188,26.0
8189,-15.0
8190,35.0
8191,-44.0
8192,54.0
8193,-75.0
8194,76.0
8195,-132.0
8196,89.0
8197,-100.0
8198,101.0
8199,-89.0
8200,103.0
8201,-71.0
8202,105.0
8203,-39.0
8204,49.0
8205,375.0
8206,81.0
8207,-89.0
8208,-7.0
8209,-7.0
8210,114.0
8211,-25.0
8212,61.0
8213,-73.0
8214,112.0
8215,-75.0
8216,64.0
8217,-32.0
8218,71.0
8219,-77.0
8220,206.0
8221,-106.0
8222,117.0
8223,-12.0
8224,173.0
8225,-40.0
8226,71.0
8227,-19.0
8228,55.0
8229,-60.0
8230,75.0
8231,-74.0
8232,59.0
8233,-63.0
8234,-14.0
8235,50.0
8236,-21.0
8237,-9.0
8238,197.0
8239,-168.0
8240,191.0
8241,-109.0
8242,84.0
8243,11.0
8244,-38.0
8245,170.0
8246,-107.0
8247,-12.0
8248,8.0
8249,0.0
8250,19.0
8251,53.0
8252,45.0
8253,0.0
8254,44.0
8255,30.0
8256,19.0
8257,-52.0
8258,35.0
8259,21.0
8260,-10.0
8261,97.0
8262,-23.0
8263,38.0
8264,416.0
8265,-348.0
8266,373.0
8267,-386.0
8268,411.0
8269,-388.0
8270,412.0
8271,-374.0
8272,359.0
8273,-348.0
8274,386.0
8275,-415.0
8276,404.0
8277,-341.0
8278,415.0
8279,-329.0
8280,420.0
8281,-400.0
8282,375.0
8283,-348.0
8284,362.0
8285,-329.0
8286,313.0
8287,-355.0
8288,756.0
8289,-340.0
8290,348.0
8291,-326.0
8292,356.0
8293,-328.0
8294,384.0
8295,-371.0
8296,356.0
8297,-348.0
8298,371.0
8299,-350.0
8300,368.0
8301,-326.0
8302,346.0
8303,-333.0
8304,348.0
8305,-339.0
8306,339.0
8307,-456.0
8308,5256.0
8309,-5123.0
8310,7.0
8311,-5.0
8312,5.0
8313,-4.0
8314,-37.0
8315,42.0
8316,-32.0
8317,53.0
8318,-28.0
8319,36.0
8320,-12.0
8321,28.0
8322,-33.0
8323,39.0
8324,-38.0
8325,46.0
8326,-37.0
8327,72.0
8328,-23.0
8329,46.0
8330,-13.0
8331,35.0
8332,0.0
8333,-8.0
8334,-17.0
8335,0.0
8336,-27.0
8337,3.0
8338,5.0
8339,17.0
8340,-23.0
8341,19.0
8342,-16.0
8343,25.0
8344,-34.0
8345,41.0
8346,-12.0
8347,0.0
8348,-13.0
8349,4.0
8350,2.0
8351,34.0
8352,-12.0
8353,0.0
8354,-10.0
8355,0.0
8356,-17.0
8357,0.0
8358,-9.0
8359,9.0
8360,-7.0
8361,1.0
8362,10.0
8363,-8.0
8364,5.0
8365,-9.0
8366,-3.0
8367,-2.0
8368,-3.0
8369,-6.0
8370,0.0
8371,-7.0
8372,-5.0
8373,-3.0
8374,-3.0
8375,7.0
8376,-10.0
8377,4.0
8378,-6.0
8379,10.0
8380,0.0
8381,11.0
8382,-9.0
8383,7.0
8384,-8.0
8385,2.0
8386,-4.0
8387,4.0
8388,-2.0
8389,-54.0
8390,35.0
8391,-51.0
8392,26.0
8393,-35.0
8394,64.0
8395,-36.0
8396,33.0
8397,28.0
8398,82.0
8399,-20.0
8400,40.0
8401,-78.0
8402,70.0
8403,-6.0
8404,88.0
8405,-60.0
8406,89.0
8407,-91.0
8408,40.0
8409,-13.0
8410,63.0
8411,-35.0
8412,175.0
8413,-98.0
8414,128.0
8415,-106.0
8416,117.0
8417,-17.0
8418,53.0
8419,12.0
8420,85.0
8421,-20.0
8422,28.0
8423,0.0
8424,61.0
8425,-29.0
8426,39.0
8427,-40.0
8428,96.0
8429,-86.0
8430,97.0
8431,-67.0
8432,91.0
8433,-60.0
8434,187.0
8435,-192.0
8436,239.0
8437,-195.0
8438,346.0
8439,-290.0
8440,621.0
8441,-594.0
8442,-54.0
8443,50.0
8444,-30.0
8445,64.0
8446,-34.0
8447,21.0
8448,-4.0
8449,62.0
8450,-77.0
8451,147.0
8452,-88.0
8453,23.0
8454,-35.0
8455,108.0
8456,-33.0
8457,25.0
8458,-61.0
8459,52.0
8460,-29.0
8461,7.0
8462,-44.0
8463,9.0
8464,-18.0
8465,62.0
8466,-9.0
8467,87.0
8468,15.0
8469,116.0
8470,5.0
8471,0.0
8472,-2.0
8473,30.0
8474,-21.0
8475,114.0
8476,-95.0
8477,62.0
8478,-138.0
8479,205.0
8480,-150.0
8481,184.0
8482,-171.0
8483,170.0
8484,-89.0
8485,245.0
8486,-95.0
8487,156.0
8488,-248.0
8489,211.0
8490,-123.0
8491,250.0
8492,-120.0
8493,283.0
8494,-204.0
8495,331.0
8496,-129.0
8497,323.0
8498,-138.0
8499,248.0
8500,-181.0
8501,251.0
8502,-167.0
8503,160.0
8504,-7.0
8505,204.0
8506,-273.0
8507,218.0
8508,-223.0
8509,112.0
8510,-219.0
8511,459.0
8512,-467.0
8513,599.0
8514,-569.0
8515,668.0
8516,-403.0
8517,588.0
8518,-507.0
8519,476.0
8520,-627.0
8521,532.0
8522,-49.0
8523,63.0
8524,-44.0
8525,47.0
8526,-29.0
8527,58.0
8528,-22.0
8529,28.0
8530,-33.0
8531,39.0
8532,-38.0
8533,46.0
8534,-31.0
8535,70.0
8536,-31.0
8537,70.0
8538,-13.0
8539,35.0
8540,15.0
8541,12.0
8542,-33.0
8543,79.0
8544,-10.0
8545,68.0
8546,-15.0
8547,-3.0
8548,-12.0
8549,13.0
8550,0.0
8551,4.0
8552,32.0
8553,-42.0
8554,28.0
8555,-8.0
8556,1.0
8557,-8.0
8558,9.0
8559,-5.0
8560,12.0
8561,-8.0
8562,38.0
8563,-29.0
8564,37.0
8565,-42.0
8566,39.0
8567,-26.0
8568,38.0
8569,-44.0
8570,35.0
8571,-32.0
8572,30.0
8573,-32.0
8574,21.0
8575,0.0
8576,4.0
8577,-9.0
8578,1.0
8579,0.0
8580,21.0
8581,-18.0
8582,14.0
8583,-17.0
8584,21.0
8585,-17.0
8586,20.0
8587,-30.0
8588,6.0
8589,-21.0
8590,16.0
8591,-25.0
8592,19.0
8593,-13.0
8594,20.0
8595,-19.0
8596,-37.0
8597,25.0
8598,-5.0
8599,40.0
8600,-33.0
8601,58.0
8602,-15.0
8603,27.0
8604,-12.0
8605,55.0
8606,-32.0
8607,12.0
8608,-10.0
8609,18.0
8610,-12.0
8611,23.0
8612,-13.0
8613,20.0
8614,-67.0
8615,40.0
8616,-24.0
8617,41.0
8618,-36.0
8619,53.0
8620,-3.0
8621,67.0
8622,-52.0
8623,46.0
8624,-67.0
8625,98.0
8626,-25.0
8627,0.0
8628,-35.0
8629,67.0
8630,-29.0
8631,29.0
8632,3.0
8633,-45.0
8634,78.0
8635,5.0
8636,87.0
8637,-118.0
8638,86.0
8639,-103.0
8640,151.0
8641,126.0
8642,-105.0
8643,116.0
8644,-97.0
8645,105.0
8646,-81.0
8647,113.0
8648,-114.0
8649,155.0
8650,-142.0
8651,192.0
8652,166.0
8653,-116.0
8654,436.0
8655,389.0
8656,-3.0
8657,448.0
8658,-411.0
8659,382.0
8660,-301.0
8661,498.0
8662,-221.0
8663,466.0
8664,-53.0
8665,503.0
8666,-453.0
8667,542.0
8668,-499.0
8669,858.0
8670,-836.0
8671,4.0
8672,-3.0
8673,-30.0
8674,13.0
8675,134.0
8676,-94.0
8677,76.0
8678,-87.0
8679,120.0
8680,-92.0
8681,133.0
8682,-106.0
8683,157.0
8684,-161.0
8685,150.0
8686,-122.0
8687,148.0
8688,-114.0
8689,111.0
8690,-160.0
8691,227.0
8692,-100.0
8693,133.0
8694,-157.0
8695,145.0
8696,-66.0
8697,209.0
8698,-158.0
8699,287.0
8700,1.0
8701,-18.0
8702,240.0
8703,326.0
8704,-68.0
8705,448.0
8706,-334.0
8707,373.0
8708,-420.0
8709,348.0
8710,-325.0
8711,440.0
8712,-408.0
8713,284.0
8714,-157.0
8715,146.0
8716,-54.0
8717,25.0
8718,-64.0
8719,79.0
8720,39.0
8721,-19.0
8722,45.0
8723,-48.0
8724,77.0
8725,-116.0
8726,130.0
8727,35.0
8728,406.0
8729,-302.0
8730,386.0
8731,-265.0
8732,491.0
8733,-392.0
8734,404.0
8735,-316.0
8736,586.0
8737,-588.0
8738,607.0
8739,-555.0
8740,605.0
8741,-637.0
8742,607.0
8743,-625.0
8744,886.0
8745,-904.0
8746,971.0
8747,-955.0
8748,-29.0
8749,47.0
8750,-1.0
8751,8.0
8752,-25.0
8753,82.0
8754,-23.0
8755,26.0
8756,-2.0
8757,30.0
8758,-29.0
8759,8.0
8760,-53.0
8761,58.0
8762,-37.0
8763,38.0
8764,-36.0
8765,53.0
8766,-17.0
8767,59.0
8768,-54.0
8769,87.0
8770,-51.0
8771,71.0
8772,-125.0
8773,59.0
8774,-138.0
8775,125.0
8776,-48.0
8777,175.0
8778,-55.0
8779,162.0
8780,-130.0
8781,128.0
8782,-127.0
8783,193.0
8784,-115.0
8785,266.0
8786,-133.0
8787,184.0
8788,-135.0
8789,181.0
8790,-125.0
8791,361.0
8792,-178.0
8793,165.0
8794,-188.0
8795,83.0
8796,-175.0
8797,15.0
8798,-48.0
8799,30.0
8800,-30.0
8801,68.0
8802,0.0
8803,82.0
8804,-17.0
8805,21.0
8806,-43.0
8807,13.0
8808,-23.0
8809,25.0
8810,-22.0
8811,55.0
8812,-7.0
8813,25.0
8814,-8.0
8815,26.0
8816,-26.0
8817,29.0
8818,-37.0
8819,41.0
8820,-52.0
8821,37.0
8822,-34.0
8823,60.0
8824,-26.0
8825,39.0
8826,-33.0
8827,27.0
8828,-66.0
8829,23.0
8830,-40.0
8831,26.0
8832,-33.0
8833,29.0
8834,-26.0
8835,37.0
8836,-25.0
8837,41.0
8838,-40.0
8839,46.0
8840,-30.0
8841,17.0
8842,-36.0
8843,50.0
8844,-40.0
8845,27.0
8846,-28.0
8847,19.0
8848,-36.0
8849,50.0
8850,-100.0
8851,48.0
8852,-37.0
8853,-46.0
8854,25.0
8855,-32.0
8856,53.0
8857,-22.0
8858,26.0
8859,-15.0
8860,12.0
8861,-59.0
8862,2.0
8863,-46.0
8864,49.0
8865,-1.0
8866,28.0
8867,-66.0
8868,82.0
8869,-81.0
8870,62.0
8871,-111.0
8872,99.0
8873,-120.0
8874,129.0
8875,-65.0
8876,166.0
8877,-12.0
8878,80.0
8879,-90.0
8880,84.0
8881,0.0
8882,34.0
8883,-58.0
8884,0.0
8885,73.0
8886,34.0
8887,120.0
8888,304.0
8889,-289.0
8890,401.0
8891,-248.0
8892,219.0
8893,-451.0
8894,194.0
8895,-125.0
8896,89.0
8897,-31.0
8898,350.0
8899,-348.0
8900,587.0
8901,-37.0
8902,18.0
8903,-42.0
8904,12.0
8905,-33.0
8906,55.0
8907,-41.0
8908,58.0
8909,-25.0
8910,21.0
8911,-18.0
8912,33.0
8913,25.0
8914,-43.0
8915,31.0
8916,-19.0
8917,45.0
8918,26.0
8919,68.0
8920,-84.0
8921,89.0
8922,-51.0
8923,155.0
8924,-95.0
8925,169.0
8926,-155.0
8927,214.0
8928,-165.0
8929,204.0
8930,-77.0
8931,110.0
8932,-109.0
8933,167.0
8934,-72.0
8935,142.0
8936,12.0
8937,173.0
8938,-198.0
8939,253.0
8940,-40.0
8941,326.0
8942,-286.0
8943,390.0
8944,-311.0
8945,403.0
8946,-407.0
8947,641.0
8948,-498.0
